=== Текст запроса ===

-- ============================================================
-- Запрос 4: Накопленная сумма продаж по каждой аптеке
-- ============================================================
-- Используемые конструкции: оконная функция SUM() OVER (PARTITION BY ... ORDER BY ...)
-- Логика: для каждой строки заказа показываем аптеку, дату, сумму заказа
-- и накопленную сумму продаж внутри этой аптеки по дате (ORDER BY report_date).
-- ============================================================

SELECT 
    pharmacy_name AS аптека,
    report_date AS дата,
    (price * count) AS сумма_заказа_руб,
    SUM(price * count) OVER (
        PARTITION BY pharmacy_name 
        ORDER BY report_date, order_id
    ) AS накопленная_сумма_руб
FROM pharma_orders
ORDER BY pharmacy_name, report_date, order_id;

=== Результат ===

аптека          дата        сумма_заказа_руб  накопленная_сумма_руб
Аптека.ру       2024-04-07              1398                 864241
Аптека.ру       2024-04-07              1940                 866181
Аптека.ру       2024-04-07              3120                 869301
Аптека.ру       2024-04-08               644                 869945
Аптека.ру       2024-04-08              2350                 872295
Аптека.ру       2024-04-08              2292                 874587
Аптека.ру       2024-04-08              2115                 876702
Аптека.ру       2024-04-08               678                 877380
Аптека.ру       2024-04-08              1284                 878664
Аптека.ру       2024-04-08              1614                 880278
Аптека.ру       2024-04-09              1480                 881758
Аптека.ру       2024-04-09              2200                 883958
Аптека.ру       2024-04-09              1653                 885611
Аптека.ру       2024-04-09               677                 886288
Аптека.ру       2024-04-09              1592                 887880
Аптека.ру       2024-04-09              1728                 889608
Аптека.ру       2024-04-10              1134                 890742
Аптека.ру       2024-04-10              1642                 892384
Аптека.ру       2024-04-10               666                 893050
Аптека.ру       2024-04-10              3135                 896185
Аптека.ру       2024-04-10               666                 896851
Аптека.ру       2024-04-10               911                 897762
Аптека.ру       2024-04-10              3300                 901062
Аптека.ру       2024-04-10              1040                 902102
Аптека.ру       2024-04-10              1748                 903850
Аптека.ру       2024-04-10              2352                 906202
Аптека.ру       2024-04-10              2660                 908862
Аптека.ру       2024-04-11               964                 909826
Аптека.ру       2024-04-11              1964                 911790
Аптека.ру       2024-04-11               436                 912226
Аптека.ру       2024-04-11              1680                 913906
Аптека.ру       2024-04-11               927                 914833
Аптека.ру       2024-04-11              1335                 916168
Аптека.ру       2024-04-11              1102                 917270
Аптека.ру       2024-04-11               450                 917720
Аптека.ру       2024-04-11               999                 918719
Аптека.ру       2024-04-11              3964                 922683
Аптека.ру       2024-04-11               472                 923155
Аптека.ру       2024-04-11              1800                 924955
Аптека.ру       2024-04-12              2712                 927667
Аптека.ру       2024-04-12               654                 928321
Аптека.ру       2024-04-12               925                 929246
Аптека.ру       2024-04-12               453                 929699
Аптека.ру       2024-04-12              2856                 932555
Аптека.ру       2024-04-12              1368                 933923
Аптека.ру       2024-04-12              4160                 938083
Аптека.ру       2024-04-12               955                 939038
Аптека.ру       2024-04-13              2658                 941696
Аптека.ру       2024-04-13              1404                 943100
Аптека.ру       2024-04-13               964                 944064
Аптека.ру       2024-04-13              3236                 947300
Аптека.ру       2024-04-13              1214                 948514
Аптека.ру       2024-04-13              4195                 952709
Аптека.ру       2024-04-13              3500                 956209
Аптека.ру       2024-04-14              2535                 958744
Аптека.ру       2024-04-14              1875                 960619
Аптека.ру       2024-04-14              3416                 964035
Аптека.ру       2024-04-14              2530                 966565
Аптека.ру       2024-04-14              5000                 971565
Аптека.ру       2024-04-14              3295                 974860
Аптека.ру       2024-04-14              1784                 976644
Аптека.ру       2024-04-14              3470                 980114
Аптека.ру       2024-04-15              1218                 981332
Аптека.ру       2024-04-15              2250                 983582
Аптека.ру       2024-04-15              2568                 986150
Аптека.ру       2024-04-15               697                 986847
Аптека.ру       2024-04-15              3976                 990823
Аптека.ру       2024-04-15              2745                 993568
Аптека.ру       2024-04-16              1350                 994918
Аптека.ру       2024-04-16               548                 995466
Аптека.ру       2024-04-16               614                 996080
Аптека.ру       2024-04-16              3980                1000060
Аптека.ру       2024-04-17              1350                1001410
Аптека.ру       2024-04-17              1416                1002826
Аптека.ру       2024-04-17              2464                1005290
Аптека.ру       2024-04-17              1650                1006940
Аптека.ру       2024-04-17              1800                1008740
Аптека.ру       2024-04-17              2667                1011407
Аптека.ру       2024-04-17              3336                1014743
Аптека.ру       2024-04-17              2250                1016993
Аптека.ру       2024-04-18               772                1017765
Аптека.ру       2024-04-18              2160                1019925
Аптека.ру       2024-04-18              1296                1021221
Аптека.ру       2024-04-18              4650                1025871
Аптека.ру       2024-04-18               441                1026312
Аптека.ру       2024-04-18              3724                1030036
Аптека.ру       2024-04-18              1800                1031836
Аптека.ру       2024-04-18              2772                1034608
Аптека.ру       2024-04-19              1402                1036010
Аптека.ру       2024-04-19               450                1036460
Аптека.ру       2024-04-19               582                1037042
Аптека.ру       2024-04-19              1468                1038510
Аптека.ру       2024-04-19              2035                1040545
Аптека.ру       2024-04-19              1976                1042521
Аптека.ру       2024-04-19              1528                1044049
Аптека.ру       2024-04-19              1260                1045309
Аптека.ру       2024-04-20               511                1045820
Аптека.ру       2024-04-20              1928                1047748
Аптека.ру       2024-04-20              2586                1050334
Аптека.ру       2024-04-20              4940                1055274
Аптека.ру       2024-04-20               900                1056174
Аптека.ру       2024-04-20              1875                1058049
Аптека.ру       2024-04-20              1734                1059783
Аптека.ру       2024-04-20              3052                1062835
Аптека.ру       2024-04-20              1796                1064631
Аптека.ру       2024-04-21               816                1065447
Аптека.ру       2024-04-21              4730                1070177
Аптека.ру       2024-04-21              1290                1071467
Аптека.ру       2024-04-21               944                1072411
Аптека.ру       2024-04-21              1640                1074051
Аптека.ру       2024-04-21              3848                1077899
Аптека.ру       2024-04-21              1596                1079495
Аптека.ру       2024-04-22              2760                1082255
Аптека.ру       2024-04-22               443                1082698
Аптека.ру       2024-04-22               373                1083071
Аптека.ру       2024-04-22              1173                1084244
Аптека.ру       2024-04-22              3230                1087474
Аптека.ру       2024-04-23               394                1087868
Аптека.ру       2024-04-23               450                1088318
Аптека.ру       2024-04-23              3796                1092114
Аптека.ру       2024-04-23              1350                1093464
Аптека.ру       2024-04-23              1350                1094814
Аптека.ру       2024-04-23              1350                1096164
Аптека.ру       2024-04-24              2515                1098679
Аптека.ру       2024-04-24              2763                1101442
Аптека.ру       2024-04-24              2823                1104265
Аптека.ру       2024-04-24               810                1105075
Аптека.ру       2024-04-24              1929                1107004
Аптека.ру       2024-04-24              3796                1110800
Аптека.ру       2024-04-24              1710                1112510
Аптека.ру       2024-04-24              2298                1114808
Аптека.ру       2024-04-24               508                1115316
Аптека.ру       2024-04-24              2907                1118223
Аптека.ру       2024-04-24              3976                1122199
Аптека.ру       2024-04-25              4005                1126204
Аптека.ру       2024-04-25              1408                1127612
Аптека.ру       2024-04-25              1350                1128962
Аптека.ру       2024-04-25               900                1129862
Аптека.ру       2024-04-25              2259                1132121
Аптека.ру       2024-04-25              1452                1133573
Аптека.ру       2024-04-25               969                1134542
Аптека.ру       2024-04-25              1768                1136310
Аптека.ру       2024-04-25               416                1136726
Аптека.ру       2024-04-25              1731                1138457
Аптека.ру       2024-04-25              2620                1141077
Аптека.ру       2024-04-26              1928                1143005
Аптека.ру       2024-04-26              2250                1145255
Аптека.ру       2024-04-26              4910                1150165
Аптека.ру       2024-04-26               994                1151159
Аптека.ру       2024-04-26              3475                1154634
Аптека.ру       2024-04-26               548                1155182
Аптека.ру       2024-04-26              1350                1156532
Аптека.ру       2024-04-26              4070                1160602
Аптека.ру       2024-04-26               896                1161498
Аптека.ру       2024-04-26               931                1162429
Аптека.ру       2024-04-26              3904                1166333
Аптека.ру       2024-04-27               868                1167201
Аптека.ру       2024-04-27              1413                1168614
Аптека.ру       2024-04-27              3364                1171978
Аптека.ру       2024-04-27               632                1172610
Аптека.ру       2024-04-27              2250                1174860
Аптека.ру       2024-04-27               892                1175752
Аптека.ру       2024-04-27              2379                1178131
Аптека.ру       2024-04-27               900                1179031
Аптека.ру       2024-04-28              1704                1180735
Аптека.ру       2024-04-28              2285                1183020
Аптека.ру       2024-04-28               543                1183563
Аптека.ру       2024-04-28              3905                1187468
Аптека.ру       2024-04-28              1288                1188756
Аптека.ру       2024-04-29              1028                1189784
Аптека.ру       2024-04-29              4450                1194234
Аптека.ру       2024-04-29              1745                1195979
Аптека.ру       2024-04-29              1582                1197561
Аптека.ру       2024-04-29              3760                1201321
Аптека.ру       2024-04-29               469                1201790
Аптека.ру       2024-04-29               490                1202280
Аптека.ру       2024-04-29              1917                1204197
Аптека.ру       2024-04-30               335                1204532
Аптека.ру       2024-04-30              1800                1206332
Аптека.ру       2024-04-30              1300                1207632
Аптека.ру       2024-04-30              1800                1209432
Аптека.ру       2024-04-30              1176                1210608
Аптека.ру       2024-04-30              1845                1212453
Аптека.ру       2024-04-30              1804                1214257
Аптека.ру       2024-05-01               450                1214707
Аптека.ру       2024-05-01              3368                1218075
Аптека.ру       2024-05-01              2276                1220351
Аптека.ру       2024-05-01              1358                1221709
Аптека.ру       2024-05-01               554                1222263
Аптека.ру       2024-05-01              3470                1225733
Аптека.ру       2024-05-01              1970                1227703
Аптека.ру       2024-05-01              4265                1231968
Аптека.ру       2024-05-01              2691                1234659
Аптека.ру       2024-05-01               571                1235230
Аптека.ру       2024-05-01              2936                1238166
Аптека.ру       2024-05-02              2475                1240641
Аптека.ру       2024-05-02              4205                1244846
Аптека.ру       2024-05-02              2766                1247612
Аптека.ру       2024-05-02              1767                1249379
Аптека.ру       2024-05-02              1242                1250621
Аптека.ру       2024-05-02              2288                1252909
Аптека.ру       2024-05-03               977                1253886
Аптека.ру       2024-05-03              1800                1255686
Аптека.ру       2024-05-03              2190                1257876
Аптека.ру       2024-05-03              1350                1259226
Аптека.ру       2024-05-03              3424                1262650
Аптека.ру       2024-05-03              1742                1264392
Аптека.ру       2024-05-03              1167                1265559
Аптека.ру       2024-05-04              2190                1267749
Аптека.ру       2024-05-04              2220                1269969
Аптека.ру       2024-05-04              3456                1273425
Аптека.ру       2024-05-04               868                1274293
Аптека.ру       2024-05-04              2410                1276703
Аптека.ру       2024-05-05               847                1277550
Аптека.ру       2024-05-05               425                1277975
Аптека.ру       2024-05-05              1506                1279481
Аптека.ру       2024-05-06              2238                1281719
Аптека.ру       2024-05-06              1779                1283498
Аптека.ру       2024-05-06              3072                1286570
Аптека.ру       2024-05-06              1329                1287899
Аптека.ру       2024-05-06               928                1288827
Аптека.ру       2024-05-06               389                1289216
Аптека.ру       2024-05-06               921                1290137
Аптека.ру       2024-05-06               610                1290747
Аптека.ру       2024-05-06              1263                1292010
Аптека.ру       2024-05-06              3924                1295934
Аптека.ру       2024-05-07              2764                1298698
Аптека.ру       2024-05-07              2384                1301082
Аптека.ру       2024-05-07               313                1301395
Аптека.ру       2024-05-07              2820                1304215
Аптека.ру       2024-05-07              1084                1305299
Аптека.ру       2024-05-07              2373                1307672
Аптека.ру       2024-05-07              1606                1309278
Аптека.ру       2024-05-07              1820                1311098
Аптека.ру       2024-05-07              3204                1314302
Аптека.ру       2024-05-07              2124                1316426
Аптека.ру       2024-05-08              3556                1319982
Аптека.ру       2024-05-08              2952                1322934
Аптека.ру       2024-05-08               714                1323648
Аптека.ру       2024-05-08              3536                1327184
Аптека.ру       2024-05-08              2136                1329320
Аптека.ру       2024-05-08               900                1330220
Аптека.ру       2024-05-08               394                1330614
Аптека.ру       2024-05-08               450                1331064
Аптека.ру       2024-05-08              1473                1332537
Аптека.ру       2024-05-09              2307                1334844
Аптека.ру       2024-05-09               450                1335294
Аптека.ру       2024-05-09              2784                1338078
Аптека.ру       2024-05-09              2528                1340606
Аптека.ру       2024-05-09              4735                1345341
Аптека.ру       2024-05-09               429                1345770
Аптека.ру       2024-05-09              1800                1347570
Аптека.ру       2024-05-09              2176                1349746
Аптека.ру       2024-05-10              1166                1350912
Аптека.ру       2024-05-10              2961                1353873
Аптека.ру       2024-05-10               900                1354773
Аптека.ру       2024-05-10               895                1355668
Аптека.ру       2024-05-10               489                1356157
Аптека.ру       2024-05-10              2706                1358863
Аптека.ру       2024-05-10              2493                1361356
Аптека.ру       2024-05-10               990                1362346
Аптека.ру       2024-05-10               447                1362793
Аптека.ру       2024-05-11               965                1363758
Аптека.ру       2024-05-11               394                1364152
Аптека.ру       2024-05-11              1800                1365952
Аптека.ру       2024-05-11              4385                1370337
Аптека.ру       2024-05-11              1800                1372137
Аптека.ру       2024-05-11              3250                1375387
Аптека.ру       2024-05-11              2428                1377815
Аптека.ру       2024-05-11               773                1378588
Аптека.ру       2024-05-11              2874                1381462
Аптека.ру       2024-05-11               900                1382362
Аптека.ру       2024-05-11              1510                1383872
Аптека.ру       2024-05-11               550                1384422
Аптека.ру       2024-05-12              1788                1386210
Аптека.ру       2024-05-12               906                1387116
Аптека.ру       2024-05-12              1326                1388442
Аптека.ру       2024-05-12              2395                1390837
Аптека.ру       2024-05-12               886                1391723
Аптека.ру       2024-05-12               450                1392173
Аптека.ру       2024-05-12              3270                1395443
Аптека.ру       2024-05-12              1800                1397243
Аптека.ру       2024-05-13               994                1398237
Аптека.ру       2024-05-13              4370                1402607
Аптека.ру       2024-05-13               398                1403005
Аптека.ру       2024-05-13              1714                1404719
Аптека.ру       2024-05-13               597                1405316
Аптека.ру       2024-05-13              2883                1408199
Аптека.ру       2024-05-13               900                1409099
Аптека.ру       2024-05-13              2994                1412093
Аптека.ру       2024-05-14              2515                1414608
Аптека.ру       2024-05-14              3645                1418253
Аптека.ру       2024-05-14              2103                1420356
Аптека.ру       2024-05-14              3740                1424096
Аптека.ру       2024-05-14               854                1424950
Аптека.ру       2024-05-14               300                1425250
Аптека.ру       2024-05-15               909                1426159
Аптека.ру       2024-05-15              1264                1427423
Аптека.ру       2024-05-15              2370                1429793
Аптека.ру       2024-05-15              3140                1432933
Аптека.ру       2024-05-15              3215                1436148
Аптека.ру       2024-05-16               460                1436608
Аптека.ру       2024-05-16               920                1437528
Аптека.ру       2024-05-16              2900                1440428
Аптека.ру       2024-05-16              3410                1443838
Аптека.ру       2024-05-16              2436                1446274
Аптека.ру       2024-05-17              2800                1449074
Аптека.ру       2024-05-17              1748                1450822
Аптека.ру       2024-05-17              1935                1452757
Аптека.ру       2024-05-17              2421                1455178
Аптека.ру       2024-05-17              4760                1459938
Аптека.ру       2024-05-17              4820                1464758
Аптека.ру       2024-05-17              1500                1466258
Аптека.ру       2024-05-17              2535                1468793
Аптека.ру       2024-05-17              1996                1470789
Аптека.ру       2024-05-17               900                1471689
Аптека.ру       2024-05-17              1964                1473653
Аптека.ру       2024-05-17              2826                1476479
Аптека.ру       2024-05-18              2255                1478734
Аптека.ру       2024-05-18              1800                1480534
Аптека.ру       2024-05-18               850                1481384
Аптека.ру       2024-05-18              4340                1485724
Аптека.ру       2024-05-18              2652                1488376
Аптека.ру       2024-05-18              3176                1491552
Аптека.ру       2024-05-19               937                1492489
Аптека.ру       2024-05-19              3560                1496049
Аптека.ру       2024-05-19               900                1496949
Аптека.ру       2024-05-19              1683                1498632
Аптека.ру       2024-05-19               544                1499176
Аптека.ру       2024-05-19              2492                1501668
Аптека.ру       2024-05-19               844                1502512
Аптека.ру       2024-05-19               639                1503151
Аптека.ру       2024-05-19               323                1503474
Аптека.ру       2024-05-19              1060                1504534
Аптека.ру       2024-05-20              2358                1506892
Аптека.ру       2024-05-20               857                1507749
Аптека.ру       2024-05-20              1110                1508859
Аптека.ру       2024-05-20               932                1509791
Аптека.ру       2024-05-20              1800                1511591
Аптека.ру       2024-05-21              2520                1514111
Аптека.ру       2024-05-21              3676                1517787
Аптека.ру       2024-05-21              1461                1519248
Аптека.ру       2024-05-21              1388                1520636
Аптека.ру       2024-05-21              1460                1522096
Аптека.ру       2024-05-21              1977                1524073
Аптека.ру       2024-05-21              3476                1527549
Аптека.ру       2024-05-21              2380                1529929
Аптека.ру       2024-05-21              2220                1532149
Аптека.ру       2024-05-21              2226                1534375
Аптека.ру       2024-05-21              1904                1536279
Аптека.ру       2024-05-21              1350                1537629
Аптека.ру       2024-05-21               620                1538249
Аптека.ру       2024-05-21              2205                1540454
Аптека.ру       2024-05-21               450                1540904
Аптека.ру       2024-05-22              1964                1542868
Аптека.ру       2024-05-22              2250                1545118
Аптека.ру       2024-05-22              1486                1546604
Аптека.ру       2024-05-22              4460                1551064
Аптека.ру       2024-05-22               447                1551511
Аптека.ру       2024-05-22              2015                1553526
Аптека.ру       2024-05-22              4390                1557916
Аптека.ру       2024-05-22               441                1558357
Аптека.ру       2024-05-22              2250                1560607
Аптека.ру       2024-05-23              1515                1562122
Аптека.ру       2024-05-23              1161                1563283
Аптека.ру       2024-05-23               800                1564083
Аптека.ру       2024-05-23              1134                1565217
Аптека.ру       2024-05-23              3140                1568357
Аптека.ру       2024-05-23              1404                1569761
Аптека.ру       2024-05-23               827                1570588
Аптека.ру       2024-05-23              2487                1573075
Аптека.ру       2024-05-23              1564                1574639
Аптека.ру       2024-05-24              2181                1576820
Аптека.ру       2024-05-24              4000                1580820
Аптека.ру       2024-05-24              2215                1583035
Аптека.ру       2024-05-24              2178                1585213
Аптека.ру       2024-05-24              1738                1586951
Аптека.ру       2024-05-24              1350                1588301
Аптека.ру       2024-05-24              3456                1591757
Аптека.ру       2024-05-24              1350                1593107
Аптека.ру       2024-05-24               638                1593745
Аптека.ру       2024-05-24               732                1594477
Аптека.ру       2024-05-24              4805                1599282
Аптека.ру       2024-05-24               626                1599908
Аптека.ру       2024-05-24              2847                1602755
Аптека.ру       2024-05-24              4925                1607680
Аптека.ру       2024-05-24              1695                1609375
Аптека.ру       2024-05-24              2481                1611856
Аптека.ру       2024-05-25              2250                1614106
Аптека.ру       2024-05-25              3055                1617161
Аптека.ру       2024-05-25              1750                1618911
Аптека.ру       2024-05-25              1784                1620695
Аптека.ру       2024-05-25               450                1621145
Аптека.ру       2024-05-25              1676                1622821
Аптека.ру       2024-05-25              2255                1625076
Аптека.ру       2024-05-25               565                1625641
Аптека.ру       2024-05-25              1038                1626679
Аптека.ру       2024-05-25              1442                1628121
Аптека.ру       2024-05-25              3384                1631505
Аптека.ру       2024-05-26               960                1632465
Аптека.ру       2024-05-26              4790                1637255
Аптека.ру       2024-05-26               461                1637716
Аптека.ру       2024-05-26              1548                1639264
Аптека.ру       2024-05-26               491                1639755
Аптека.ру       2024-05-26               880                1640635
Аптека.ру       2024-05-26              1444                1642079
Аптека.ру       2024-05-27              3645                1645724
Аптека.ру       2024-05-27              1902                1647626
Аптека.ру       2024-05-27              1830                1649456
Аптека.ру       2024-05-27               577                1650033
Аптека.ру       2024-05-27              1508                1651541
Аптека.ру       2024-05-27               654                1652195
Аптека.ру       2024-05-27              1050                1653245
Аптека.ру       2024-05-27              3880                1657125
Аптека.ру       2024-05-27              1000                1658125
Аптека.ру       2024-05-27              2904                1661029
Аптека.ру       2024-05-27               842                1661871
Аптека.ру       2024-05-28              4795                1666666
Аптека.ру       2024-05-28               900                1667566
Аптека.ру       2024-05-28               765                1668331
Аптека.ру       2024-05-28              3680                1672011
Аптека.ру       2024-05-28              1798                1673809
Аптека.ру       2024-05-28              1860                1675669
Аптека.ру       2024-05-28               976                1676645
Аптека.ру       2024-05-28              1000                1677645
Аптека.ру       2024-05-29              1575                1679220
Аптека.ру       2024-05-29              1948                1681168
Аптека.ру       2024-05-29              1672                1682840
Аптека.ру       2024-05-29              1488                1684328
Аптека.ру       2024-05-29               480                1684808
Аптека.ру       2024-05-29              2241                1687049
Аптека.ру       2024-05-29               742                1687791
Аптека.ру       2024-05-30               559                1688350
Аптека.ру       2024-05-30               338                1688688
Аптека.ру       2024-05-30              1876                1690564
Аптека.ру       2024-05-30               377                1690941
Аптека.ру       2024-05-30               946                1691887
Аптека.ру       2024-05-30              3025                1694912
Аптека.ру       2024-05-30              1494                1696406
Аптека.ру       2024-05-31              2825                1699231
Аптека.ру       2024-05-31              1896                1701127
Аптека.ру       2024-05-31              2284                1703411
Аптека.ру       2024-05-31               503                1703914
Аптека.ру       2024-05-31               791                1704705
Аптека.ру       2024-05-31              3540                1708245
Аптека.ру       2024-05-31              1948                1710193
Аптека.ру       2024-05-31              2031                1712224
Аптека.ру       2024-05-31              1965                1714189
Аптека.ру       2024-05-31              3112                1717301
Аптека.ру       2024-05-31               788                1718089
Аптека.ру       2024-05-31              2895                1720984
Аптека.ру       2024-05-31               738                1721722
Аптека.ру       2024-05-31              1380                1723102
Аптека.ру       2024-06-01              3430                1726532
Аптека.ру       2024-06-01              1236                1727768
Аптека.ру       2024-06-01              4785                1732553
Аптека.ру       2024-06-01              2106                1734659
Аптека.ру       2024-06-01               900                1735559
Аптека.ру       2024-06-01              3235                1738794
Аптека.ру       2024-06-01              1995                1740789
Аптека.ру       2024-06-01              2724                1743513
Горздрав        2024-02-01              1832                   1832
Горздрав        2024-02-01               705                   2537
Горздрав        2024-02-01               700                   3237
Горздрав        2024-02-01              1388                   4625
Горздрав        2024-02-01              1578                   6203
Горздрав        2024-02-01              4505                  10708
Горздрав        2024-02-02              1432                  12140
Горздрав        2024-02-02              2601                  14741
Горздрав        2024-02-02              1800                  16541
Горздрав        2024-02-02              1390                  17931
Горздрав        2024-02-02              1647                  19578
Горздрав        2024-02-02              2830                  22408
Горздрав        2024-02-02              1350                  23758
Горздрав        2024-02-02               762                  24520
Горздрав        2024-02-02               450                  24970
Горздрав        2024-02-03              1844                  26814
Горздрав        2024-02-03               900                  27714
Горздрав        2024-02-03               475                  28189
Горздрав        2024-02-03              1550                  29739
Горздрав        2024-02-03              1888                  31627
Горздрав        2024-02-03              4725                  36352
Горздрав        2024-02-03              3364                  39716
Горздрав        2024-02-03              2400                  42116
Горздрав        2024-02-03              1984                  44100
Горздрав        2024-02-04              1948                  46048
Горздрав        2024-02-04              2780                  48828
Горздрав        2024-02-04               900                  49728
Горздрав        2024-02-04              1800                  51528
Горздрав        2024-02-04              2145                  53673
Горздрав        2024-02-04               940                  54613
Горздрав        2024-02-05              1522                  56135
Горздрав        2024-02-05              4500                  60635
Горздрав        2024-02-05              1992                  62627
Горздрав        2024-02-05               988                  63615
Горздрав        2024-02-05              1959                  65574
Горздрав        2024-02-05              2680                  68254
Горздрав        2024-02-05               862                  69116
Горздрав        2024-02-05              4885                  74001
Горздрав        2024-02-05              1992                  75993
Горздрав        2024-02-05               975                  76968
Горздрав        2024-02-06              1888                  78856
Горздрав        2024-02-06              1350                  80206
Горздрав        2024-02-06              1818                  82024
Горздрав        2024-02-06               732                  82756
Горздрав        2024-02-07              2400                  85156
Горздрав        2024-02-07              2802                  87958
Горздрав        2024-02-07              1316                  89274
Горздрав        2024-02-07               337                  89611
Горздрав        2024-02-07              3645                  93256
Горздрав        2024-02-08               485                  93741
Горздрав        2024-02-08               626                  94367
Горздрав        2024-02-08              2585                  96952
Горздрав        2024-02-08              2205                  99157
Горздрав        2024-02-08              2796                 101953
Горздрав        2024-02-09               345                 102298
Горздрав        2024-02-09              1170                 103468
Горздрав        2024-02-09              2178                 105646
Горздрав        2024-02-09              1060                 106706
Горздрав        2024-02-09              3624                 110330
Горздрав        2024-02-09               609                 110939
Горздрав        2024-02-09              1400                 112339
Горздрав        2024-02-09              1002                 113341
Горздрав        2024-02-10              1485                 114826
Горздрав        2024-02-10               340                 115166
Горздрав        2024-02-10               353                 115519
Горздрав        2024-02-10               963                 116482
Горздрав        2024-02-10              1350                 117832
Горздрав        2024-02-10              2388                 120220
Горздрав        2024-02-10              3680                 123900
Горздрав        2024-02-11              1442                 125342
Горздрав        2024-02-11              1494                 126836
Горздрав        2024-02-11              3750                 130586
Горздрав        2024-02-11               557                 131143
Горздрав        2024-02-11              1134                 132277
Горздрав        2024-02-11              1324                 133601
Горздрав        2024-02-11              3348                 136949
Горздрав        2024-02-11               450                 137399
Горздрав        2024-02-12               948                 138347
Горздрав        2024-02-12              4385                 142732
Горздрав        2024-02-12              1722                 144454
Горздрав        2024-02-12              2630                 147084
Горздрав        2024-02-12              2556                 149640
Горздрав        2024-02-12              2800                 152440
Горздрав        2024-02-13              2236                 154676
Горздрав        2024-02-13              2048                 156724
Горздрав        2024-02-13              4385                 161109
Горздрав        2024-02-13               632                 161741
Горздрав        2024-02-13               353                 162094
Горздрав        2024-02-13               375                 162469
Горздрав        2024-02-13               810                 163279
Горздрав        2024-02-13               393                 163672
Горздрав        2024-02-13              1840                 165512
Горздрав        2024-02-13              1902                 167414
Горздрав        2024-02-14              1800                 169214
Горздрав        2024-02-14              1532                 170746
Горздрав        2024-02-14              3860                 174606
Горздрав        2024-02-14              3435                 178041
Горздрав        2024-02-14              1380                 179421
Горздрав        2024-02-15              2142                 181563
Горздрав        2024-02-15               375                 181938
Горздрав        2024-02-15              3184                 185122
Горздрав        2024-02-15              1792                 186914
Горздрав        2024-02-15              2397                 189311
Горздрав        2024-02-15               341                 189652
Горздрав        2024-02-15              4995                 194647
Горздрав        2024-02-15              1350                 195997
Горздрав        2024-02-15              3265                 199262
Горздрав        2024-02-15              4060                 203322
Горздрав        2024-02-15               906                 204228
Горздрав        2024-02-15              1744                 205972
Горздрав        2024-02-16              2028                 208000
Горздрав        2024-02-16              1812                 209812
Горздрав        2024-02-16              1998                 211810
Горздрав        2024-02-16               942                 212752
Горздрав        2024-02-16               944                 213696
Горздрав        2024-02-17               355                 214051
Горздрав        2024-02-17              1350                 215401
Горздрав        2024-02-17              3955                 219356
Горздрав        2024-02-17              1910                 221266
Горздрав        2024-02-17              1500                 222766
Горздрав        2024-02-17              2046                 224812
Горздрав        2024-02-17              1585                 226397
Горздрав        2024-02-18               886                 227283
Горздрав        2024-02-18              1434                 228717
Горздрав        2024-02-18              1287                 230004
Горздрав        2024-02-18               900                 230904
Горздрав        2024-02-18               396                 231300
Горздрав        2024-02-18              1605                 232905
Горздрав        2024-02-18              2799                 235704
Горздрав        2024-02-19              4045                 239749
Горздрав        2024-02-19              1468                 241217
Горздрав        2024-02-19               428                 241645
